time,open,high,low,close
2025-09-26 01:30:00+00:00,128.8024,128.8441,128.1953,128.2765
2025-09-26 01:45:00+00:00,128.2641,128.4406,128.0203,128.0779
2025-09-26 02:00:00+00:00,128.0465,128.3476,128.0443,128.1014
2025-09-26 02:15:00+00:00,128.0917,128.5071,127.9828,128.4864
2025-09-26 02:30:00+00:00,128.4722,128.686,128.2832,128.4594
2025-09-26 02:45:00+00:00,128.4554,128.8783,128.4067,128.8182
2025-09-26 03:00:00+00:00,128.828,129.3825,128.7507,129.2656
2025-09-26 03:15:00+00:00,129.2664,129.4239,128.7312,128.7756
2025-09-26 03:30:00+00:00,128.81,128.9056,128.2093,128.4482
2025-09-26 03:45:00+00:00,128.4363,128.7081,128.3941,128.7081
2025-09-26 04:00:00+00:00,128.7046,129.2485,128.6306,129.2028
2025-09-26 04:15:00+00:00,129.1824,129.3952,129.0454,129.2768
2025-09-26 04:30:00+00:00,129.2571,129.4486,128.7657,128.7755
2025-09-26 04:45:00+00:00,128.7772,129.2076,128.7616,128.8655
2025-09-26 05:00:00+00:00,128.8874,129.0984,128.7024,129.0311
2025-09-26 05:15:00+00:00,129.0296,129.2182,128.8186,129.2082
2025-09-26 05:30:00+00:00,129.1947,129.6273,129.0616,129.4471
2025-09-26 05:45:00+00:00,129.4173,129.7678,129.3025,129.5644
2025-09-26 06:00:00+00:00,129.5853,129.7433,129.3396,129.4737
2025-09-26 06:15:00+00:00,129.4955,129.8633,129.4528,129.6275
2025-09-26 06:30:00+00:00,129.6317,129.7683,129.4543,129.5792
2025-09-26 06:45:00+00:00,129.5772,129.9558,129.555,129.7305
2025-09-26 07:00:00+00:00,129.7354,129.9211,129.4104,129.592
2025-09-26 07:15:00+00:00,129.592,129.9436,129.4766,129.8731
2025-09-26 07:30:00+00:00,129.8705,130.0511,129.5777,129.6339
2025-09-26 07:45:00+00:00,129.6334,130.0395,129.3625,129.4876
2025-09-26 08:00:00+00:00,129.478,130.266,129.4508,130.108
2025-09-26 08:15:00+00:00,130.1197,130.7617,130.1114,130.7459
2025-09-26 08:30:00+00:00,130.7056,130.7685,130.0706,130.1218
2025-09-26 08:45:00+00:00,130.137,130.3607,129.9329,130.0592
2025-09-26 09:00:00+00:00,130.0541,130.1149,129.841,129.91
2025-09-26 09:15:00+00:00,129.9331,130.0226,129.6796,129.8361
2025-09-26 09:30:00+00:00,129.828,130.1798,129.7331,130.1258
2025-09-26 09:45:00+00:00,130.1354,130.1512,129.5899,129.7844
2025-09-26 10:00:00+00:00,129.8065,130.17,129.719,130.1173
2025-09-26 10:15:00+00:00,130.1348,130.3664,129.7392,129.8519
2025-09-26 10:30:00+00:00,129.8201,130.3356,129.5799,130.2227
2025-09-26 10:45:00+00:00,130.2288,130.2731,129.7483,129.916
2025-09-26 11:00:00+00:00,129.9159,130.0467,129.6889,129.8573
2025-09-26 11:15:00+00:00,129.8668,130.0935,129.7112,129.8818
2025-09-26 11:30:00+00:00,129.8864,130.2447,129.8186,129.9393
2025-09-26 11:45:00+00:00,129.9149,129.9289,129.52,129.7311
2025-09-26 12:00:00+00:00,129.7167,129.9725,129.6992,129.8554
2025-09-26 12:15:00+00:00,129.8749,130.1055,129.6651,130.1031
2025-09-26 12:30:00+00:00,130.111,130.4905,129.9919,130.4623
2025-09-26 12:45:00+00:00,130.4741,130.4741,129.7611,129.976
2025-09-26 13:00:00+00:00,129.9586,130.1086,129.559,129.9154
2025-09-26 13:15:00+00:00,129.8607,130.0264,129.5897,129.9822
2025-09-26 13:30:00+00:00,129.9848,130.5537,129.9705,130.4703
2025-09-26 13:45:00+00:00,130.4465,130.7828,130.4368,130.5951
2025-09-26 14:00:00+00:00,130.5977,130.6097,130.1672,130.1917
2025-09-26 14:15:00+00:00,130.2051,130.4711,129.9884,130.3824
2025-09-26 14:30:00+00:00,130.3777,130.557,130.0633,130.4148
2025-09-26 14:45:00+00:00,130.4308,130.4767,129.9699,130.3177
2025-09-26 15:00:00+00:00,130.3075,130.3735,129.9236,130.2915
2025-09-26 15:15:00+00:00,130.2822,130.2977,129.869,130.1989
2025-09-26 15:30:00+00:00,130.1805,130.5541,130.052,130.5105
2025-09-26 15:45:00+00:00,130.4907,130.7879,130.4491,130.5997
2025-09-26 16:00:00+00:00,130.5779,130.6221,130.1531,130.2399
2025-09-26 16:15:00+00:00,130.2558,130.5145,130.0403,130.5145
2025-09-26 16:30:00+00:00,130.5285,130.9433,130.3782,130.5996
2025-09-26 16:45:00+00:00,130.5955,131.0995,130.5519,130.9516
2025-09-26 17:00:00+00:00,130.9711,131.1046,130.4704,130.4839
2025-09-26 17:15:00+00:00,130.468,131.2938,130.4058,131.189
2025-09-26 17:30:00+00:00,131.2225,131.6596,131.1364,131.4446
2025-09-26 17:45:00+00:00,131.4629,131.4862,130.8155,130.982
2025-09-26 18:00:00+00:00,130.9647,131.5149,130.7643,131.4025
2025-09-26 18:15:00+00:00,131.3739,132.1792,131.2914,132.1313
